item_type,file,key_a,key_b,label,origin,source_db,source_ref,pmid,doi,nct_id,chembl_id,mesh_id,drugbank_id,source_url,source_title,source_journal_year,retrieved_on,query_used,evidence_level,verdict,verification,ref_url,note
drug_disease_label,associations/Kdataset.csv,139(DB00290),478(D000077195),bleomycin → Squamous Cell Carcinoma of Head and Neck,data-v1 (策展) → 稽核保留,"—(人工策展,原始無引用)",,31419028,10.1111/vco.12530,,,D000077195,DB00290,https://pubmed.ncbi.nlm.nih.gov/31419028/,Electrochemotherapy in treatment of canine oral non-tonsillar squamous cell carcinoma. A case series report,Vet Comp Oncol 2020,2026-07-22,文獻稽核(agent 查 PubMed/獸醫指引),case_series,SUPPORTED,文獻稽核(pet_labels_provenance.csv),https://pubmed.ncbi.nlm.nih.gov/31419028/,[Evidence欄:標準] Bleomycin is used for canine/feline oral SCC only as the cytotoxic partner in electrochemotherapy (12-dog case series); systemic bleomycin is not a st | 橋接:ANALOGOUS
drug_disease_label,associations/Kdataset.csv,14(DB00544),454(D064726),fluorouracil → Triple Negative Breast Neoplasms,data-v2 (TNBC),ChEMBL drug_indication (mesh_id=D064726),ClinicalTrials.gov NCT03554109,,,NCT03554109,CHEMBL185,D064726,DB00544,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL185/,QUILT-3.057: NANT Neoadjuvant Triple- Negative Breast Cancer (TNBC) Vaccine,,2026-07-22,GET ebi.ac.uk/chembl/api/data/drug_indication?mesh_id=D064726 | GET clinicaltrials.gov/api/v2/studies?query.cond=triple+negative+breast+cancer&query.intr=fluorouracil,clinical_phase_1,SUPPORTED,PubChem PUG REST (ID) + ClinicalTrials.gov API v2 (交叉驗),https://clinicaltrials.gov/study/NCT03554109,[Evidence欄:ChEMBL-p1|NCT03554109] ChEMBL max_phase 1;CT.gov 98 個試驗
drug_disease_label,associations/Kdataset.csv,140(DB01099),486(D003453),DB01099 → Cryptococcosis,data-v3 (擴充),—(文獻/指引),ABCD Cryptococcosis in Cats guideline,,,,,D003453,DB01099,https://www.abcdcatsvets.org/guideline-for-cryptococcosis-in-cats/,,ABCD Cryptococcosis in Cats guideline,2026-07-22,PubMed/獸醫指引檢索(agent);PMID 經 eutils esummary 驗證,guideline,SUPPORTED,NCBI E-utilities (PMID) + PubChem/PrimeKG (DrugBank ID),https://www.abcdcatsvets.org/guideline-for-cryptococcosis-in-cats/,"[Evidence欄:ABCD Cryptococcosis in Cats ] For feline CNS/ocular/disseminated cryptococcosis, amphotericin B combined with flucytosine is the guideline first choice; cats tolerate flucytosine ( | 橋接:EQUIVALENT"
drug_disease_label,associations/Kdataset.csv,143(DB00758),500(D024741),"clopidogrel → Cardiomyopathy, Hypertrophic, Familial",data-v1 (策展) → 稽核保留,"—(人工策展,原始無引用)",,26776588,10.1016/j.jvc.2015.10.004,,,D024741,DB00758,https://pubmed.ncbi.nlm.nih.gov/26776588/,"Secondary prevention of cardiogenic arterial thromboembolism in the cat: The double-blind, randomized, positive-controlled feline arterial thromboembolism; clopidogrel vs. aspirin trial (FAT CAT)",J Vet Cardiol 2015,2026-07-22,文獻稽核(agent 查 PubMed/獸醫指引),RCT,SUPPORTED,文獻稽核(pet_labels_provenance.csv),https://pubmed.ncbi.nlm.nih.gov/26776588/,[Evidence欄:標準抗栓] FAT CAT RCT showed clopidogrel superior to aspirin for preventing recurrent CATE; 2020 ACVIM consensus (PMID 32243654) recommends clopidogrel in cats  | 橋接:EQUIVALENT
drug_disease_label,associations/Kdataset.csv,143(DB00758),476(D000744),"clopidogrel → Anemia, Hemolytic, Autoimmune",data-v3 (擴充),—(文獻/指引),JVIM 2019 (ACVIM IMHA consensus),,,,,D000744,DB00758,https://onlinelibrary.wiley.com/doi/abs/10.1111/jvim.15463,,JVIM 2019 (ACVIM IMHA consensus),2026-07-22,PubMed/獸醫指引檢索(agent);PMID 經 eutils esummary 驗證,guideline,SUPPORTED,NCBI E-utilities (PMID) + PubChem/PrimeKG (DrugBank ID),https://onlinelibrary.wiley.com/doi/abs/10.1111/jvim.15463,[Evidence欄:JVIM 2019 (ACVIM IMHA consen] ACVIM 2019 consensus recommends clopidogrel (10 mg/kg PO load then 2 mg/kg/day) as antithrombotic prophylaxis in dogs with nonassociative IMHA. | 橋接:EQUIVALENT
drug_disease_label,associations/Kdataset.csv,146(DB00678),482(D012516),losartan → Osteosarcoma,data-v1 (策展) → 稽核保留,"—(人工策展,原始無引用)",,34580111,10.1158/1078-0432.CCR-21-2105,,,D012516,DB00678,https://pmc.ncbi.nlm.nih.gov/articles/PMC8866227/,"Losartan Blocks Osteosarcoma-Elicited Monocyte Recruitment, and Combined With the Kinase Inhibitor Toceranib, Exerts Significant Clinical Benefit in Canine Metastatic Osteosarcoma",Clin Cancer Res 2022,2026-07-22,文獻稽核(agent 查 PubMed/獸醫指引),prospective_trial,SUPPORTED,文獻稽核(pet_labels_provenance.csv),https://pubmed.ncbi.nlm.nih.gov/34580111/,"[Evidence欄:重定位] Antihypertensive repurposed via CCL2-CCR2 blockade; 28 dogs with metastatic OS, 50% clinical benefit rate, but given in combination with toceranib so  | 橋接:EQUIVALENT"
drug_disease_label,associations/Kdataset.csv,151(DB00035),458(D001943),desmopressin → Breast Neoplasms,data-v1 (策展) → 稽核保留,"—(人工策展,原始無引用)",,17719812,10.1016/j.tvjl.2007.06.015,,,D001943,DB00035,https://pubmed.ncbi.nlm.nih.gov/17719812/,Perioperative desmopressin prolongs survival in surgically treated bitches with mammary gland tumours: a pilot study,Vet J 2008,2026-07-22,文獻稽核(agent 查 PubMed/獸醫指引),prospective_trial,SUPPORTED,文獻稽核(pet_labels_provenance.csv),https://pubmed.ncbi.nlm.nih.gov/17719812/,"[Evidence欄:重定位] Evidence is CONFLICTING: positive prospective pilot (809 vs 237 d) and a positive grade-2/3 study (PMID 21164169), but a later randomized trial found  | 橋接:ANALOGOUS"
drug_disease_label,associations/Kdataset.csv,151(DB00035),490(D020790),"desmopressin → Diabetes Insipidus, Neurogenic",data-v1 (策展) → 稽核保留,"—(人工策展,原始無引用)",,,,,,D020790,DB00035,https://www.merckvetmanual.com/endocrine-system/the-pituitary-gland/diabetes-insipidus-in-animals,Diabetes Insipidus in Animals - Merck Veterinary Manual,,2026-07-22,文獻稽核(agent 查 PubMed/獸醫指引),guideline,SUPPORTED,文獻稽核(pet_labels_provenance.csv),https://www.merckvetmanual.com/endocrine-system/the-pituitary-gland/diabetes-insipidus-in-animals,"[Evidence欄:標準犬尿崩] Merck Vet Manual states 'The primary treatment for central diabetes insipidus is desmopressin acetate'; lifelong therapy, extra-label but universally  | 橋接:EQUIVALENT"
drug_disease_label,associations/Kdataset.csv,153(DB00335),500(D024741),"atenolol → Cardiomyopathy, Hypertrophic, Familial",data-v3 (擴充),—(文獻/指引),"ACVIM consensus, JVIM 2020",,,,,D024741,DB00335,https://pmc.ncbi.nlm.nih.gov/articles/PMC7255676/,,"ACVIM consensus, JVIM 2020",2026-07-22,PubMed/獸醫指引檢索(agent);PMID 經 eutils esummary 驗證,guideline,SUPPORTED,NCBI E-utilities (PMID) + PubChem/PrimeKG (DrugBank ID),https://pmc.ncbi.nlm.nih.gov/articles/PMC7255676/,"[Evidence欄:ACVIM consensus, JVIM 2020] The ACVIM feline cardiomyopathy consensus names atenolol (a beta-blocker) for cats with severe dynamic left-ventricular outflow tract obstruction or v | 橋接:EQUIVALENT"
drug_disease_label,associations/Kdataset.csv,159(DB00257),477(D001228),DB00257 → Aspergillosis,data-v3 (擴充),—(文獻/指引),"PubMed 2002 (canine nasal aspergillosis, topical clotrimazole)",12243272,,,,D001228,DB00257,https://pubmed.ncbi.nlm.nih.gov/12243272/,,"PubMed 2002 (canine nasal aspergillosis, topical clotrimazole)",2026-07-22,PubMed/獸醫指引檢索(agent);PMID 經 eutils esummary 驗證,case_series,SUPPORTED,NCBI E-utilities (PMID) + PubChem/PrimeKG (DrugBank ID),https://pubmed.ncbi.nlm.nih.gov/12243272/,"[Evidence欄:PMID:12243272] Topical 1% clotrimazole nasal/sinus infusion is an established treatment for canine sinonasal aspergillosis, with case series reporting ~86% response. | 橋接:ANALOGOUS"
drug_disease_label,associations/Kdataset.csv,163(DB00588),456(D001249),DB00588 → Asthma,data-v3 (擴充),—(文獻/指引),Asthma in Cats: Management Guidelines (Today's Veterinary Practice),,,,,D001249,DB00588,https://todaysveterinarypractice.com/respiratory-medicine/asthma-in-cats-management-guidelines/,,Asthma in Cats: Management Guidelines (Today's Veterinary Practice),2026-07-22,PubMed/獸醫指引檢索(agent);PMID 經 eutils esummary 驗證,review,SUPPORTED,NCBI E-utilities (PMID) + PubChem/PrimeKG (DrugBank ID),https://todaysveterinarypractice.com/respiratory-medicine/asthma-in-cats-management-guidelines/,"[Evidence欄:Asthma in Cats: Management G] Inhaled fluticasone propionate is a mainstay maintenance anti-inflammatory therapy for feline asthma, effective at suppressing airway inflammation wit | 橋接:EQUIVALENT"
drug_disease_label,associations/Kdataset.csv,164(DB01242),475(D001008),clomipramine → Anxiety Disorders,data-v1 (策展) → 稽核保留,"—(人工策展,原始無引用)",,10760607,10.1016/s0168-1591(99)00127-6,,,D001008,DB01242,https://pubmed.ncbi.nlm.nih.gov/10760607/,"Treatment of separation anxiety in dogs with clomipramine: results from a prospective, randomized, double-blind, placebo-controlled, parallel-group, multicenter clinical trial",Appl Anim Behav Sci 2000,2026-07-22,文獻稽核(agent 查 PubMed/獸醫指引),RCT,SUPPORTED,文獻稽核(pet_labels_provenance.csv),https://pubmed.ncbi.nlm.nih.gov/10760607/,[Evidence欄:標準] Standard-dose clomipramine plus behavior therapy beat placebo; clomipramine (Clomicalm) is FDA-approved for canine separation anxiety. | 橋接:ANALOGOUS
drug_disease_label,associations/Kdataset.csv,168(DB01041),458(D001943),thalidomide → Breast Neoplasms,data-v1 (策展) → 稽核保留,"—(人工策展,原始無引用)",,30348731,10.21873/invivo.11429,,,D001943,DB01041,https://pmc.ncbi.nlm.nih.gov/articles/PMC6365760/,Adjuvant Thalidomide and Metronomic Chemotherapy for the Treatment of Canine Malignant Mammary Gland Neoplasms,In Vivo 2018,2026-07-22,文獻稽核(agent 查 PubMed/獸醫指引),case_series,SUPPORTED,文獻稽核(pet_labels_provenance.csv),https://pubmed.ncbi.nlm.nih.gov/30348731/,"[Evidence欄:重定位] 58 dogs across 4 treatment arms; no overall survival difference, benefit seen ONLY in the distant-metastasis subgroup (p<0.0001), and allocation/rando | 橋接:ANALOGOUS"
drug_disease_label,associations/Kdataset.csv,168(DB01041),498(D006394),thalidomide → Hemangiosarcoma,data-v1 (策展) → 稽核保留,"—(人工策展,原始無引用)",,29210452,10.1111/jsap.12796,,,D006394,DB01041,https://pubmed.ncbi.nlm.nih.gov/29210452/,Does thalidomide prolong survival in dogs with splenic haemangiosarcoma?,J Small Anim Pract 2018,2026-07-22,文獻稽核(agent 查 PubMed/獸醫指引),case_series,SUPPORTED,文獻稽核(pet_labels_provenance.csv),https://pubmed.ncbi.nlm.nih.gov/29210452/,"[Evidence欄:重定位] 15 dogs post-splenectomy, MST 172 d with 33% surviving >1 y; single-arm with no concurrent control, supported mechanistically by VEGF immunostaining w | 橋接:EQUIVALENT"
drug_disease_label,associations/Kdataset.csv,172(DB00819),467(D005902),"acetazolamide → Glaucoma, Open-Angle",data-v1 (策展) → 稽核保留,"—(人工策展,原始無引用)",,25660816,10.1016/j.tvjl.2014.12.017,,,D005902,DB00819,https://pubmed.ncbi.nlm.nih.gov/25660816/,A review of the pharmacology of carbonic anhydrase inhibitors for the treatment of glaucoma in dogs and cats,Vet J 2015,2026-07-22,文獻稽核(agent 查 PubMed/獸醫指引),review,SUPPORTED,文獻稽核(pet_labels_provenance.csv),https://pubmed.ncbi.nlm.nih.gov/25660816/,"[Evidence欄:標準] CAIs are 'principal drugs used in the management of canine and feline glaucoma', but MSD Vet Manual says acetazolamide commonly causes anorexia and me | 橋接:ANALOGOUS"
drug_disease_label,associations/Kdataset.csv,173(DB00695),481(D006333),furosemide → Heart Failure,data-v1 (策展) → 稽核保留,"—(人工策展,原始無引用)",,30974015,10.1111/jvim.15488,,,D006333,DB00695,https://academic.oup.com/jvim/article/33/3/1127/8448111,ACVIM consensus guidelines for the diagnosis and treatment of myxomatous mitral valve disease in dogs,J Vet Intern Med 2019,2026-07-22,文獻稽核(agent 查 PubMed/獸醫指引),guideline,SUPPORTED,文獻稽核(pet_labels_provenance.csv),https://pubmed.ncbi.nlm.nih.gov/30974015/,[Evidence欄:標準] Guideline states a loop diuretic (furosemide or torasemide) with pimobendan is the correct medical treatment for Stage C heart failure in dogs; furose | 橋接:ANALOGOUS
drug_disease_label,associations/Kdataset.csv,173(DB00695),500(D024741),"furosemide → Cardiomyopathy, Hypertrophic, Familial",data-v3 (擴充),—(文獻/指引),"ACVIM consensus, JVIM 2020",,,,,D024741,DB00695,https://pmc.ncbi.nlm.nih.gov/articles/PMC7255676/,,"ACVIM consensus, JVIM 2020",2026-07-22,PubMed/獸醫指引檢索(agent);PMID 經 eutils esummary 驗證,guideline,SUPPORTED,NCBI E-utilities (PMID) + PubChem/PrimeKG (DrugBank ID),https://pmc.ncbi.nlm.nih.gov/articles/PMC7255676/,"[Evidence欄:ACVIM consensus, JVIM 2020] Furosemide is the ACVIM-recommended primary diuretic for congestive heart failure secondary to feline hypertrophic cardiomyopathy (stage C). | 橋接:EQUIVALENT"
drug_disease_label,associations/Kdataset.csv,178(DB02701),468(D008178),"DB02701 → Lupus Erythematosus, Cutaneous",data-v3 (擴充),—(文獻/指引),Vet case report 2015,25955142,,,,D008178,DB02701,https://pubmed.ncbi.nlm.nih.gov/25955142/,,Vet case report 2015,2026-07-22,PubMed/獸醫指引檢索(agent);PMID 經 eutils esummary 驗證,case_series,SUPPORTED,NCBI E-utilities (PMID) + PubChem/PrimeKG (DrugBank ID),https://pubmed.ncbi.nlm.nih.gov/25955142/,[Evidence欄:PMID:25955142] Component of the tetracycline/niacinamide combination that induced remission of generalized canine discoid lupus erythematosus. | 橋接:ANALOGOUS
drug_disease_label,associations/Kdataset.csv,18(DB00997),463(D054198),doxorubicin → Precursor Cell Lymphoblastic Leukemia-Lymphoma,data-v1 (策展) → 稽核保留,"—(人工策展,原始無引用)",,38961691,10.1111/jvim.17139,,,D054198,DB00997,https://pmc.ncbi.nlm.nih.gov/articles/PMC11256168/,"Early progression during or after cyclophosphamide, doxorubicin, vincristine, and prednisone chemotherapy indicates poor outcome with rescue protocols in dogs with multicentric lymphoma",J Vet Intern Med 2024,2026-07-22,文獻稽核(agent 查 PubMed/獸醫指引),case_series,SUPPORTED,文獻稽核(pet_labels_provenance.csv),https://pubmed.ncbi.nlm.nih.gov/38961691/,"[Evidence欄:標準CHOP] Doxorubicin is the 'H' of CHOP, the accepted first-line standard for canine lymphoma; caveat: MeSH D054198 is precursor/lymphoblastic disease whereas  | 橋接:ANALOGOUS"
drug_disease_label,associations/Kdataset.csv,18(DB00997),482(D012516),doxorubicin → Osteosarcoma,data-v1 (策展) → 稽核保留,"—(人工策展,原始無引用)",,3230557,10.1111/j.1939-1676.1988.tb00313.x,,,D012516,DB00997,https://pubmed.ncbi.nlm.nih.gov/3230557/,Canine osteosarcoma. Treatment by amputation versus amputation and adjuvant chemotherapy using doxorubicin and cisplatin,J Vet Intern Med 1988,2026-07-22,文獻稽核(agent 查 PubMed/獸醫指引),prospective_trial,SUPPORTED,文獻稽核(pet_labels_provenance.csv),https://pubmed.ncbi.nlm.nih.gov/3230557/,[Evidence欄:標準] Amputation plus doxorubicin/cisplatin roughly doubled median survival (300 vs 175 d); doxorubicin-based adjuvant chemo is established standard of care | 橋接:EQUIVALENT
drug_disease_label,associations/Kdataset.csv,18(DB00997),498(D006394),doxorubicin → Hemangiosarcoma,data-v1 (策展) → 稽核保留,"—(人工策展,原始無引用)",,8114034,10.1111/j.1939-1676.1993.tb01033.x,,,D006394,DB00997,https://pubmed.ncbi.nlm.nih.gov/8114034/,Chemotherapy of canine hemangiosarcoma with doxorubicin and cyclophosphamide,J Vet Intern Med 1993,2026-07-22,文獻稽核(agent 查 PubMed/獸醫指引),case_series,SUPPORTED,文獻稽核(pet_labels_provenance.csv),https://pubmed.ncbi.nlm.nih.gov/8114034/,"[Evidence欄:標準犬血管肉瘤] Small (n=16) study vs historical controls, but doxorubicin-based adjuvant protocols after splenectomy are widely described as standard of care for can | 橋接:EQUIVALENT"
drug_disease_label,associations/Kdataset.csv,18(DB00997),454(D064726),doxorubicin → Triple Negative Breast Neoplasms,data-v2 (TNBC),ChEMBL drug_indication (mesh_id=D064726),ClinicalTrials.gov NCT03554109,,,NCT03554109,CHEMBL53463,D064726,DB00997,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL53463/,QUILT-3.057: NANT Neoadjuvant Triple- Negative Breast Cancer (TNBC) Vaccine,,2026-07-22,GET ebi.ac.uk/chembl/api/data/drug_indication?mesh_id=D064726 | GET clinicaltrials.gov/api/v2/studies?query.cond=triple+negative+breast+cancer&query.intr=doxorubicin,clinical_phase_3,SUPPORTED,PubChem PUG REST (ID) + ClinicalTrials.gov API v2 (交叉驗),https://clinicaltrials.gov/study/NCT03554109,[Evidence欄:ChEMBL-p3|NCT03554109] ChEMBL max_phase 3;CT.gov 146 個試驗
drug_disease_label,associations/Kdataset.csv,18(DB00997),464(D015470),"doxorubicin → Leukemia, Myeloid, Acute",data-v3 (擴充),—(文獻/指引),Vet Comp Oncol 2023 (Matsuyama et al.),36153810,,,,D015470,DB00997,https://pubmed.ncbi.nlm.nih.gov/36153810/,,Vet Comp Oncol 2023 (Matsuyama et al.),2026-07-22,PubMed/獸醫指引檢索(agent);PMID 經 eutils esummary 驗證,case_series,SUPPORTED,NCBI E-utilities (PMID) + PubChem/PrimeKG (DrugBank ID),https://pubmed.ncbi.nlm.nih.gov/36153810/,[Evidence欄:PMID:36153810] Doxorubicin was combined with cytarabine to treat 11 dogs with myeloid neoplasia (MDS/AML); the combination induced remission in 7/11 dogs (median sur | 橋接:EQUIVALENT
drug_disease_label,associations/Kdataset.csv,18(DB00997),496(D013964),doxorubicin → Thyroid Neoplasms,data-v3 (擴充),—(文獻/指引),"Can Vet J 2011 retrospective, surgically excised canine thyroid carcinoma",,,,,D013964,DB00997,https://pmc.ncbi.nlm.nih.gov/articles/PMC3157075/,,"Can Vet J 2011 retrospective, surgically excised canine thyroid carcinoma",2026-07-22,PubMed/獸醫指引檢索(agent);PMID 經 eutils esummary 驗證,case_series,SUPPORTED,NCBI E-utilities (PMID) + PubChem/PrimeKG (DrugBank ID),https://pmc.ncbi.nlm.nih.gov/articles/PMC3157075/,[Evidence欄:Can Vet J 2011 retrospective] Doxorubicin produced documented complete and partial remissions in dogs with thyroid carcinoma (incl. pulmonary metastasis) and is the recognized cyto | 橋接:ANALOGOUS
drug_disease_label,associations/Kdataset.csv,18(DB00997),458(D001943),doxorubicin → Breast Neoplasms,data-v3 (擴充),—(文獻/指引),"McNeill et al. JVIM 2009 (adjuvant doxorubicin, feline mammary carcinoma) + EveryCat review",19175730,,,,D001943,DB00997,https://everycat.org/cat-health/treatment-of-feline-mammary-cancer-2/,,"McNeill et al. JVIM 2009 (adjuvant doxorubicin, feline mammary carcinoma) + EveryCat review",2026-07-22,PubMed/獸醫指引檢索(agent);PMID 經 eutils esummary 驗證,prospective_trial,SUPPORTED,NCBI E-utilities (PMID) + PubChem/PrimeKG (DrugBank ID),https://pubmed.ncbi.nlm.nih.gov/19175730/,"[Evidence欄:PMID:19175730] Doxorubicin-based chemotherapy is the predominant protocol evaluated for feline mammary carcinoma, with ~50% objective response reported in macroscopi | 橋接:ANALOGOUS"
drug_disease_label,associations/Kdataset.csv,190(DB00966),455(D006973),telmisartan → Hypertension,data-v1 (策展) → 稽核保留,"—(人工策展,原始無引用)",,30561059,10.1111/jvim.15394,,,D006973,DB00966,https://pmc.ncbi.nlm.nih.gov/articles/PMC6430888/,Efficacy of long-term oral telmisartan treatment in cats with hypertension: Results of a prospective European clinical trial,J Vet Intern Med 2019,2026-07-22,文獻稽核(agent 查 PubMed/獸醫指引),RCT,SUPPORTED,文獻稽核(pet_labels_provenance.csv),https://pubmed.ncbi.nlm.nih.gov/30561059/,[Evidence欄:標準] Multicenter placebo-controlled RCT (n=285 cats); telmisartan (Semintra) is FDA-approved for feline systemic hypertension. | 橋接:ANALOGOUS
drug_disease_label,associations/Kdataset.csv,192(DB01275),455(D006973),DB01275 → Hypertension,data-v3 (擴充),—(文獻/指引),"ACVIM consensus statement 2018 (Acierno et al., JVIM)",30353952,,,,D006973,DB01275,https://pmc.ncbi.nlm.nih.gov/articles/PMC6271319/,,"ACVIM consensus statement 2018 (Acierno et al., JVIM)",2026-07-22,PubMed/獸醫指引檢索(agent);PMID 經 eutils esummary 驗證,guideline,SUPPORTED,NCBI E-utilities (PMID) + PubChem/PrimeKG (DrugBank ID),https://pubmed.ncbi.nlm.nih.gov/30353952/,[Evidence欄:PMID:30353952] The ACVIM consensus lists hydralazine (0.5-2 mg/kg q12h) as a rapid-onset vasodilator for rapid reduction of blood pressure in hypertensive emergencie | 橋接:ANALOGOUS
drug_disease_label,associations/Kdataset.csv,194(DB01104),475(D001008),DB01104 → Anxiety Disorders,data-v3 (擴充),—(文獻/指引),JAVMA 2021 (separation anxiety review),,,,,D001008,DB01104,https://avmajournals.avma.org/view/journals/javma/259/10/javma.20.10.0602.xml,,JAVMA 2021 (separation anxiety review),2026-07-22,PubMed/獸醫指引檢索(agent);PMID 經 eutils esummary 驗證,review,SUPPORTED,NCBI E-utilities (PMID) + PubChem/PrimeKG (DrugBank ID),https://avmajournals.avma.org/view/journals/javma/259/10/javma.20.10.0602.xml,[Evidence欄:JAVMA 2021 (separation anxie] SSRI used for canine generalized and separation anxiety and thunderstorm/noise-related fear at 1-3 mg/kg q24h. | 橋接:ANALOGOUS
drug_disease_label,associations/Kdataset.csv,197(DB00214),481(D006333),DB00214 → Heart Failure,data-v3 (擴充),—(文獻/指引),"JVIM 2017 (TEST study, Chetboul)",28975664,,,,D006333,DB00214,https://pubmed.ncbi.nlm.nih.gov/28975664/,,"JVIM 2017 (TEST study, Chetboul)",2026-07-22,PubMed/獸醫指引檢索(agent);PMID 經 eutils esummary 驗證,RCT,SUPPORTED,NCBI E-utilities (PMID) + PubChem/PrimeKG (DrugBank ID),https://pubmed.ncbi.nlm.nih.gov/28975664/,"[Evidence欄:PMID:28975664] TEST study (366 dogs, randomized) found torasemide q24h non-inferior and superior on cardiac endpoint to furosemide for CHF from degenerative mitral v | 橋接:ANALOGOUS"
drug_disease_label,associations/Kdataset.csv,2(DB00959),476(D000744),"methylprednisolone → Anemia, Hemolytic, Autoimmune",data-v1 (策展) → 稽核保留,"—(人工策展,原始無引用)",,38961558,10.1111/jvim.17122,,,D000744,DB00959,https://pmc.ncbi.nlm.nih.gov/articles/PMC11423485/,"Methylprednisolone alone or combined with cyclosporine or mycophenolate mofetil for the treatment of immune-mediated hemolytic anemia in dogs, a prospective study",J Vet Intern Med 2024,2026-07-22,文獻稽核(agent 查 PubMed/獸醫指引),prospective_trial,SUPPORTED,文獻稽核(pet_labels_provenance.csv),https://pubmed.ncbi.nlm.nih.gov/38961558/,[Evidence欄:標準IMHA] Glucocorticoids are first-line for canine IMHA per the 2019 ACVIM consensus statement (PMID 30847984); this prospective trial used methylprednisolone  | 橋接:EQUIVALENT
drug_disease_label,associations/Kdataset.csv,20(DB01229),454(D064726),DB01229 → Triple Negative Breast Neoplasms,data-v2 (TNBC),ChEMBL drug_indication (mesh_id=D064726),ClinicalTrials.gov NCT04249167,,,NCT04249167,CHEMBL428647,D064726,DB01229,https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL428647/,"Cryoablation, Atezolizumab/Nab-paclitaxel for Locally Advanced or Metastatic Triple Negati",,2026-07-22,GET ebi.ac.uk/chembl/api/data/drug_indication?mesh_id=D064726 | GET clinicaltrials.gov/api/v2/studies?query.cond=triple+negative+breast+cancer&query.intr=paclitaxel,clinical_phase_3,SUPPORTED,PubChem PUG REST (ID) + ClinicalTrials.gov API v2 (交叉驗),https://clinicaltrials.gov/study/NCT04249167,[Evidence欄:ChEMBL-p3|NCT04249167] ChEMBL max_phase 3;CT.gov 348 個試驗
drug_disease_label,associations/Kdataset.csv,203(DB00291),502(D007946),"chlorambucil → Leukemia, Mast-Cell",data-v1 (策展) → 稽核保留,"—(人工策展,原始無引用)",,19527421,10.1111/j.1748-5827.2009.00732.x,,,D007946,DB00291,https://pubmed.ncbi.nlm.nih.gov/19527421/,Chlorambucil and prednisolone chemotherapy for dogs with inoperable mast cell tumours: 21 cases,J Small Anim Pract 2009,2026-07-22,文獻稽核(agent 查 PubMed/獸醫指引),case_series,SUPPORTED,文獻稽核(pet_labels_provenance.csv),https://pubmed.ncbi.nlm.nih.gov/19527421/,"[Evidence欄:標準] Real canine use (38% response) but positioned as a metronomic ALTERNATIVE for dogs unsuitable for surgery/radiotherapy, not first-line standard; also  | 橋接:ANALOGOUS"
drug_disease_label,associations/Kdataset.csv,203(DB00291),474(D001749),chlorambucil → Urinary Bladder Neoplasms,data-v1 (策展) → 稽核保留,"—(人工策展,原始無引用)",,23683018,,,,D001749,DB00291,https://pubmed.ncbi.nlm.nih.gov/23683018/,Metronomic administration of chlorambucil for treatment of dogs with urinary bladder transitional cell carcinoma,J Am Vet Med Assoc 2013,2026-07-22,文獻稽核(agent 查 PubMed/獸醫指引),prospective_trial,SUPPORTED,文獻稽核(pet_labels_provenance.csv),https://pubmed.ncbi.nlm.nih.gov/23683018/,"[Evidence欄:標準] Prospective trial in 31 dogs, but explicitly a salvage option after other treatments failed (only 3% PR, 67% stable disease) — not first-line standard | 橋接:ANALOGOUS"
drug_disease_label,associations/Kdataset.csv,203(DB00291),465(D009101),chlorambucil → Multiple Myeloma,data-v3 (擴充),—(文獻/指引),dvm360 review (Multiple myeloma in dogs and cats),,,,,D009101,DB00291,https://www.dvm360.com/view/overview-multiple-myeloma-dogs-and-cats,,dvm360 review (Multiple myeloma in dogs and cats),2026-07-22,PubMed/獸醫指引檢索(agent);PMID 經 eutils esummary 驗證,review,SUPPORTED,NCBI E-utilities (PMID) + PubChem/PrimeKG (DrugBank ID),https://www.dvm360.com/view/overview-multiple-myeloma-dogs-and-cats,[Evidence欄:dvm360 review (Multiple myel] Veterinary oncology reviews describe chlorambucil as an oral alkylating-agent alternative to melphalan (used alone or combined with melphalan) for can | 橋接:EQUIVALENT
drug_disease_label,associations/Kdataset.csv,203(DB00291),471(D010392),chlorambucil → Pemphigus,data-v3 (擴充),—(文獻/指引),Vet Clin North Am Small Anim 2024 (PF update),,,,,D010392,DB00291,https://www.vetsmall.theclinics.com/article/S0195-5616(24)00114-1/abstract,,Vet Clin North Am Small Anim 2024 (PF update),2026-07-22,PubMed/獸醫指引檢索(agent);PMID 經 eutils esummary 驗證,review,SUPPORTED,NCBI E-utilities (PMID) + PubChem/PrimeKG (DrugBank ID),https://www.vetsmall.theclinics.com/article/S0195-5616(24)00114-1/abstract,[Evidence欄:Vet Clin North Am Small Anim] Preferred steroid-sparing immunosuppressant for feline pemphigus foliaceus refractory to glucocorticoids (azathioprine is contraindicated in cats). | 橋接:ANALOGOUS
